'Fraction Of Low Energy Windows Overall Standard Deviation','LPC Overall Standard Deviation2','Compactness Overall Average','Fraction Of Low Energy Windows Overall Average','Zero Crossings Overall Average','LPC Overall Average1','LPC Overall Average2','LPC Overall Average6','Method of Moments Overall Average1','Method of Moments Overall Average2','Area Method of Moments of MFCCs Overall Average0','Area Method of Moments of MFCCs Overall Average1','Area Method of Moments of MFCCs Overall Average6',Arousal_Mean
1.907952,-0.427549,-1.564987,-0.201664,4.449507,-2.027893,0.205372,-1.554046,3.374739,2.027002,-0.493103,0.95127,0.970631,0.4315
-0.332067,0.239486,0.138142,-0.01942,0.363224,-0.540559,-0.410737,-1.725496,0.619067,0.635997,-0.553338,0.95127,0.972745,0.168067
0.58497,0.143947,0.397559,0.056515,0.862531,0.352938,0.266377,-1.243458,0.815725,0.25442,-2.285084,0.952705,0.974859,0.226033
-0.49162,0.611219,-0.121275,-0.943928,0.085096,0.05602,-0.214609,-0.370761,0.090743,0.052991,-0.006206,0.95414,0.976973,0.45495
0.053999,-0.566514,-0.019764,-0.370619,1.760048,0.281255,-0.883556,-0.833715,1.177599,0.158646,0.284928,0.95414,0.979087,0.410683
1.740029,1.339051,-1.361965,-1.758331,1.477063,-0.721139,0.417835,-0.468441,0.984641,0.685404,-0.382673,0.955575,0.981201,0.17495
0.530042,-1.72514,2.4165,-0.10105,0.735387,0.727416,-2.301456,0.213763,0.185064,-0.672916,-1.622503,0.95701,0.985429,-0.09375
-1.005851,-0.366751,-0.876968,0.912681,0.767614,0.092449,-0.447962,0.416312,0.694894,0.351715,0.705567,0.95701,0.987543,0.548833
-1.099491,0.166529,-1.41836,-0.875587,1.04795,-0.638095,-0.144047,-1.998523,1.310143,0.943842,-0.422829,0.958445,0.989656,0.504233
-0.220642,-0.477924,-0.651388,0.882307,1.11064,-1.029417,-0.511857,0.203262,1.230617,1.177196,-0.066441,0.958445,0.99177,0.4132
-1.074381,0.691124,-0.211507,-0.338347,1.426294,-0.97066,-1.764743,-0.903184,1.205341,0.894435,0.15442,0.95988,0.993884,0.40545
-0.144265,-1.436786,-0.031043,-0.746497,-0.433195,-0.616943,1.50054,-0.447196,0.122183,0.784218,0.14438,0.961315,0.995998,0.08195
1.256662,0.784926,-0.324297,-1.110985,0.237846,0.85629,-0.911891,0.172769,-0.14352,-0.640232,-0.904707,0.961315,0.998112,0.138783
0.368397,0.41493,-1.023595,-1.395741,1.774617,-0.411294,0.432336,0.227697,1.275003,0.713528,-1.050274,0.96275,1.000226,0.2364
-1.130878,-1.51148,0.217095,-0.251022,0.729648,-0.6095,-1.720295,-1.798599,0.863194,0.683124,0.641316,0.964185,1.00234,0.519383
-1.057117,-2.547642,-0.617551,-0.011827,0.602062,-1.957385,0.092084,-0.238589,1.504335,1.931988,1.065469,0.964185,1.004454,0.35055
-0.312188,1.504073,-0.369413,0.407714,-0.309141,-1.068588,-0.895779,0.377539,0.079029,0.344114,-0.166832,0.96562,1.006568,0.335983
0.141361,-0.292057,0.397559,-0.349737,-0.276913,-0.291429,0.536178,-1.501945,-0.022074,0.376038,0.37528,0.96562,1.008682,0.246667
-0.090907,-0.012389,-1.068711,-0.199766,-0.266318,-0.94559,-0.25239,0.897139,0.42241,0.822984,0.606179,0.967055,1.010796,0.360833
0.414432,1.189663,-0.651388,-0.459843,0.075825,-0.881741,0.828815,0.637642,0.447069,0.752294,-0.483064,0.968491,1.015023,0.427517
1.122742,1.189663,1.446506,-0.795855,-1.240209,0.78774,-0.542971,0.40157,-1.430734,-1.360058,0.480691,0.968491,1.017137,0.010233
-0.020808,0.11268,0.002794,-0.514896,0.29612,-0.381523,-0.537414,-0.219122,0.52228,0.574428,0.395358,0.969926,1.019251,0.335533
-0.288648,-0.880924,-0.74162,1.079738,-1.214162,1.196688,1.856682,-0.44552,-1.438132,-1.189033,-1.09545,0.971361,1.021365,-0.19925
-1.094259,-1.16754,-0.865689,1.282864,2.754247,-0.422262,-0.035149,-2.429873,1.932173,0.752294,0.581082,0.971361,1.023479,0.474283
-0.864608,-0.646419,-0.414529,-1.598867,-1.055232,-0.809274,1.301634,0.052815,-0.460392,0.513619,0.505788,0.972796,1.025593,0.216117
-0.241043,0.121365,-0.719062,0.291913,0.091718,-0.63222,-0.246834,0.249507,0.386654,0.505257,0.626258,0.974231,1.027707,0.42115
0.699534,-1.217915,-0.29046,0.766507,0.749514,-1.070155,-0.391291,-0.32286,1.122116,1.100425,0.535906,0.974231,1.029821,0.552833
-0.234766,-0.033234,-0.06488,0.164722,-0.520165,0.596192,-0.127935,0.786878,-0.4345,-0.371152,0.129322,0.975666,1.031935,-0.015317
-0.696685,1.842801,-0.425808,0.808271,0.205618,0.065029,-1.224141,-0.693163,0.080262,-0.298181,-0.75412,0.975666,1.034049,-0.374233
-0.981264,0.319391,-0.40325,-0.378213,0.356602,-0.352145,-0.304061,-1.4557,0.640028,0.689204,0.676955,0.977101,1.036163,0.4033
1.342977,0.282913,1.311158,0.722844,-0.382425,0.635364,-0.61631,-0.575026,-0.459159,-0.659995,-0.563377,0.978536,1.04039,0.167133
-0.748997,0.147421,-0.279181,0.052718,1.578161,-0.470051,-1.106353,1.491053,1.24048,0.750774,0.320065,0.978536,1.042504,0.45955
0.150254,-0.012389,0.544186,0.096381,0.14337,0.819469,-0.507412,-1.247497,-0.108381,-0.474527,-0.437888,0.979971,1.044618,0.38285
-0.014531,-1.132799,-0.008485,0.098279,1.184807,-1.593942,-1.984762,-1.096039,1.717021,1.372545,-0.367614,0.981406,1.046732,0.30415
-0.258306,1.212245,-0.786736,-1.074916,-0.181996,-0.964001,1.292744,-0.24388,0.215272,0.874672,-0.056402,0.981406,1.048846,0.38465
2.816096,-1.780726,0.826161,0.326084,-0.819484,-1.585806,0.403222,-0.360623,1.103005,1.553452,0.500769,0.982841,1.05096,0.535717
-0.736965,-0.858342,0.228374,-0.108644,0.040507,-0.572679,-0.201274,0.841402,0.382955,0.924079,0.385319,0.982841,1.053074,0.429583
-0.296495,-0.250367,0.059189,-0.361128,-0.345341,-0.288296,0.298436,0.577665,-0.116395,0.25062,0.1494,0.984276,1.055188,0.33285
0.661346,-0.022811,1.209647,0.536803,-0.533409,0.73525,-0.467408,0.137631,-0.597251,-0.745127,-0.488083,0.985711,1.057302,0.14705
-0.80811,-1.594859,-0.673946,3.031267,2.378994,-2.710257,-0.035704,0.801014,2.458031,2.551479,-0.176871,0.985711,1.059416,0.399817
-0.224303,-0.24863,2.100688,-0.013725,-0.536058,0.706264,-0.439628,1.064751,-0.786511,-0.818858,-0.026284,0.987146,1.063644,-0.00695
-1.14134,-0.215626,0.217095,-1.24577,1.922952,-0.428921,-1.19136,-1.43389,1.416178,0.911917,0.385319,0.988581,1.065757,0.752033
-1.221902,0.663331,-0.527319,-1.591274,1.535779,-1.774847,0.670946,-0.706693,2.078895,2.075649,-0.196949,0.988581,1.067871,0.340433
1.310544,0.571266,-0.188949,-0.590831,-0.271615,-0.443806,0.92749,0.577867,0.218354,0.692245,-0.553338,0.990016,1.069985,0.198667
0.635713,-0.564777,-0.888247,-0.625002,-0.704701,-0.544868,0.711027,0.24668,-0.219348,0.363116,0.119283,0.990016,1.069985,0.354533
-0.238428,0.058831,0.081747,-0.370619,-0.845531,-0.221705,1.130841,-0.649341,-0.485668,0.082635,-0.031304,0.991451,1.069985,-0.044883
-0.997481,-0.194781,0.363722,-1.137563,-1.013292,0.345104,2.101703,1.622922,-1.095984,-0.540657,0.174498,0.992886,1.069985,-0.092517
-0.770445,-1.270027,1.751039,-1.236278,0.61354,0.729766,-0.594086,2.269342,0.229451,-0.433481,-0.879609,0.992886,1.069985,0.448317
-0.918489,-0.140932,-0.06488,-0.583237,0.758785,-0.919345,-2.164222,0.082702,1.080195,0.86403,0.581082,0.994321,1.091124,0.233783
0.613219,-0.844445,0.183258,-1.652022,1.676168,0.373308,-0.619644,-0.290408,1.147392,0.290146,0.440534,0.995756,1.091124,0.406967
-0.866177,0.241223,-1.30557,-1.807689,-0.741785,-0.981236,0.681374,0.501734,-0.264967,0.330432,0.284928,0.995756,1.091124,0.254583
-0.741673,0.942999,-0.132554,-1.361571,-0.292365,-0.578555,-0.229054,-0.789086,-0.099134,0.190571,0.274889,0.997191,1.091124,0.4741
-0.173037,0.442723,0.420117,-0.340245,0.538931,0.667484,-0.33073,0.096434,0.239315,-0.047344,-0.001187,0.998626,1.091124,0.137833
-1.178482,-1.402045,-0.719062,-1.885522,-0.766949,-0.415602,-0.456296,0.653999,-0.054747,0.325871,0.621238,0.998626,1.091124,0.343683
-1.31711,-1.461105,-0.752899,-1.589376,0.714638,-0.950291,-0.756878,0.443776,1.10917,1.036576,0.460612,1.000061,1.091124,0.519917
0.835024,1.253935,0.397559,0.29571,0.182661,-0.009396,0.479896,0.016667,-0.051048,-0.015419,-0.698905,1.000061,1.091124,0.200033
0.644083,-0.543932,-0.335576,0.253946,2.657123,0.605593,-1.250254,-2.198447,1.427274,0.198932,0.335123,1.001496,1.091124,0.33525
0.825607,-1.233549,1.908945,0.635519,-0.34799,0.740734,-0.681316,0.071191,-0.550398,-0.658474,0.204615,1.002931,1.112264,0.317183
-0.632864,-1.004256,3.172193,-0.222546,0.301859,0.123786,-1.132466,0.691561,-0.036869,-0.149199,0.525867,1.002931,1.112264,0.319067
-0.252029,1.212245,-0.098717,-0.575644,0.428562,0.615778,-0.500745,0.930459,-0.076324,-0.806696,-1.953793,1.004366,1.112264,0.271567
-0.037025,1.134077,0.578023,0.715251,0.135424,-0.417953,-0.134602,-1.17197,0.321307,0.244539,-0.673807,1.005801,1.112264,0.020117
0.907215,-0.616889,-1.361965,-0.108644,2.661538,-1.431706,-0.986342,0.06897,2.304527,1.326178,-0.63867,1.005801,1.112264,0.276
-0.126479,1.252198,0.239653,-1.293229,1.018813,-1.274982,-0.508523,0.170346,1.172667,1.196959,0.37528,1.007236,1.112264,0.3398
-0.926859,-0.658579,-1.316849,-0.932538,-0.004965,-1.634899,1.28441,-1.740642,0.665303,1.33454,0.420456,1.007236,1.112264,0.5792
-0.141127,1.113232,0.600581,0.092584,-0.12637,0.7329,-0.674093,0.427217,-0.19962,-0.377233,-0.151773,1.008671,1.112264,0.187983
0.412339,-0.033234,1.435227,-0.839518,-0.233207,1.023159,-0.154604,-1.133399,-0.546083,-0.747407,-0.111617,1.010107,1.112264,0.045217
-0.731734,0.058831,0.747208,-0.875587,-0.70735,0.844147,0.687697,-0.080589,-0.81117,-0.751968,-0.623611,1.010107,1.133403,0.0113
-0.737488,0.315917,0.014073,0.525413,-1.035807,1.090142,-0.182939,0.529198,-1.226678,-1.247561,0.581082,1.011542,1.133403,-0.008917
-0.14165,-0.172199,-0.606272,-1.88742,0.779976,-1.047436,0.932157,0.365624,1.181298,1.380906,0.114263,1.012977,1.133403,0.569417
0.288359,-0.635997,-0.549877,-0.021319,0.420174,0.288306,-1.064682,0.0409,0.352131,-0.029101,0.626258,1.012977,1.133403,0.390217
0.700057,0.767555,0.781045,-0.495912,-0.050437,0.709006,0.576182,-0.286268,-0.233527,-0.235092,-0.483064,1.014412,1.133403,0.07515
-0.47488,-0.314639,0.442675,0.212181,-1.21946,0.263236,1.765563,-0.573411,-1.059612,-0.439562,-0.096558,1.014412,1.133403,-0.159817
0.42594,0.236012,-0.459645,0.379238,-0.758561,0.541744,-0.386846,-0.089373,-0.595401,-0.642512,-0.101578,1.015847,1.133403,0.2263
-0.725457,-0.16004,-1.553708,0.242555,-0.581971,-0.326292,-0.173494,-0.301575,-0.229211,0.002823,0.727151,1.017282,1.133403,0.24215
0.376767,-0.797544,0.747208,-3.064412,-0.430987,-1.569628,-0.888556,0.711957,0.568516,1.231924,0.736688,1.017282,1.133403,0.233367
0.049814,1.165344,0.420117,0.457072,0.357044,-0.490028,0.626186,0.55949,0.702292,0.708967,-2.21983,1.018717,1.154542,-0.020467
2.769014,0.65812,-1.474755,2.469348,0.066112,-0.093223,1.210459,-0.064514,0.15609,0.323591,-2.119439,1.020152,1.154542,-0.013867
-0.770968,-1.171014,-0.380692,-0.581339,0.459907,0.050144,-0.705762,-1.417937,0.853947,0.459651,-0.041343,1.020152,1.154542,0.51055
-0.661112,-0.618626,-0.425808,0.113466,0.429004,-0.269885,-0.641868,-0.044522,0.629547,0.512858,-0.07648,1.021587,1.154542,0.429433
0.121482,-0.778437,0.27349,0.620332,0.564978,-0.094398,-0.475187,-0.525954,0.574064,0.351715,-0.041343,1.021587,1.154542,0.0824
0.870073,0.051883,0.307327,0.140043,0.196347,0.708222,0.688608,-3.181102,-0.052898,-0.054185,-0.427849,1.023022,1.154542,0.1787
0.285743,2.032142,-0.234065,-0.205461,-0.242478,0.862165,0.855595,0.200637,-0.385181,-0.655434,-1.943754,1.024457,1.154542,0.06325
0.03412,1.048961,-0.346855,-0.120034,-0.574908,1.360033,-1.403045,-0.035434,-1.032487,-1.610895,-0.849491,1.024457,1.154542,0.165017
0.84444,-0.431023,0.284769,-1.200209,2.431971,1.105419,0.951381,-1.231139,2.07273,0.300027,-2.009009,1.025892,1.175681,0.152783
0.245985,1.16187,-1.429639,0.276726,-0.625236,0.030167,0.491175,0.085933,-0.50971,-0.273858,-0.196949,1.027327,1.175681,0.01795
0.974175,0.329814,1.06302,0.859527,-0.814187,-0.999647,-0.024037,1.171579,-0.305039,0.38972,-0.136715,1.027327,1.175681,0.053033
1.538103,-0.08882,-0.053601,-0.966709,-1.468893,0.475153,1.334414,0.405205,-1.241474,-0.808976,-0.658748,1.028762,1.175681,-0.066533
-0.63234,-0.67595,0.183258,-0.309871,0.225926,-0.279678,-0.27517,-0.071926,0.406998,0.483214,0.510808,1.030197,1.175681,0.443167
-0.639664,-0.022811,-1.113827,2.319377,-0.986362,-0.94559,2.354502,-0.382918,-0.547932,0.566826,-0.106597,1.030197,1.175681,0.0521
-1.478756,0.324603,-0.978479,1.017092,-0.739136,-1.250304,1.147731,-0.16072,-0.121327,0.783458,0.380299,1.031632,1.175681,0.411567
-1.021022,0.791874,0.442675,0.438088,-0.632299,-0.319633,1.027776,-0.491422,-0.326615,0.217175,0.380299,1.031632,1.175681,0.24615
-0.237905,-0.431023,0.081747,0.079295,-0.242919,-0.545651,0.931435,-0.576238,0.247329,0.755334,-0.718983,1.033067,1.175681,0.22987
1.478467,-1.111954,-0.098717,0.022344,-1.283032,-1.000822,1.676666,-0.747486,-0.770482,0.211854,-0.232086,1.034502,1.19682,-0.026683
-1.372038,2.593215,0.83744,-0.596526,-0.701611,1.815987,0.100418,1.468234,-1.660681,-2.020975,-1.155684,1.034502,1.19682,-0.002433
-0.653789,1.16187,-0.279181,-0.628798,-0.377128,0.701171,0.564625,-0.33425,-0.543617,-0.436522,-0.362595,1.035937,1.19682,0.4911
2.14545,1.714258,-0.764178,0.075498,-0.801825,1.368259,0.551124,-0.330897,-1.2088,-1.359298,-1.31129,1.037372,1.19682,-0.122533
1.744214,0.710232,-0.730341,-0.621205,-1.085252,1.356115,0.797257,-0.199675,-1.526288,-1.670488,-0.678827,1.037372,1.19682,0.055767
1.267647,0.07099,-0.989758,1.417649,-0.612433,-0.417561,1.41831,0.217398,-0.346959,0.165487,-0.698905,1.038807,1.19682,-0.11325
1.764616,1.53534,1.999177,-0.602221,-0.083106,1.809719,-1.358597,0.047564,-1.148385,-1.766262,-1.030195,1.038807,1.19682,-0.14087
-0.774107,-0.952144,-0.786736,-0.068778,-1.400023,0.324735,1.832235,0.242843,-1.226678,-0.618948,-0.397732,1.040242,1.19682,0.182283
0.36735,0.404508,0.115584,1.765051,-1.08481,-0.543693,1.206848,0.49406,-0.537452,0.192851,-0.30738,1.041677,1.19682,0.0058
-0.335729,0.058831,-0.267902,1.030381,-0.431429,-1.784992,-0.435739,0.997706,0.487757,1.465279,0.124302,1.041677,1.217959,0.224017
0.539981,0.274228,-1.136385,0.544397,0.174715,-0.455557,-0.980786,0.606946,0.468646,0.399602,-0.006206,1.043112,1.217959,0.2695
0.596479,-0.740221,-0.40325,1.161368,-0.401409,-1.611459,2.629526,-0.764247,0.348432,1.512406,0.571043,1.044547,1.217959,0.3366
-0.865131,0.395822,-0.685225,-0.575644,-0.844207,0.650249,0.565848,-0.262439,-0.82165,-0.597665,0.320065,1.044547,1.217959,0.148367
0.5766,0.149158,-0.775457,0.662096,-0.653932,1.515543,-0.791881,-1.674,-1.129274,-1.394263,0.234732,1.045982,1.217959,0.274667
1.031718,0.965581,0.600581,-0.735107,-0.393021,0.406603,0.500398,-0.407676,-0.285928,-0.187205,-0.774198,1.045982,1.217959,-0.01975
0.470929,1.936603,0.284769,0.010954,-0.166544,1.485381,0.244764,-0.077802,-0.848775,-1.17079,-1.401642,1.047417,1.217959,0.099583
-0.870362,0.387137,-1.553708,-0.459843,-0.726775,-1.494929,1.342748,0.057863,-0.359905,0.633716,0.069087,1.048852,1.217959,0.25365
-1.05921,0.321128,-0.752899,1.514466,-0.241154,-0.58874,-0.374623,1.338586,0.149308,0.467252,-0.237106,1.048852,1.217959,-0.099383
-0.397981,0.187374,-0.831852,-0.023217,0.048012,-1.373889,0.480396,1.742472,0.87614,1.392308,-0.558357,1.050288,1.239099,0.011567
0.46779,0.147421,0.228374,0.66969,0.492135,1.281298,-1.399711,1.09888,-0.305655,-1.087938,-1.040235,1.051723,1.239099,0.049467
1.179763,1.273042,0.104305,-0.564254,0.985703,1.05763,-1.184137,-0.521511,-0.070776,-0.787693,-0.327458,1.051723,1.239099,0.225083
0.454712,1.26262,0.04791,1.087332,-0.804916,-0.102624,0.611629,0.776579,-0.53252,0.084155,-0.849491,1.053158,1.239099,0.0403
0.319746,-1.094583,-0.391971,0.189401,-0.218197,-0.998471,1.348304,-0.175886,0.411313,1.13615,0.204615,1.054593,1.239099,0.2338
-0.108693,1.509284,-0.843131,-0.535778,-1.441521,1.150074,0.724817,-1.661884,-1.851174,-1.887576,0.440534,1.054593,1.239099,-0.02345
0.742431,-1.245708,0.792324,1.254389,-0.469837,-1.216656,-0.315729,-0.260722,0.689346,1.225844,-0.006206,1.056028,1.239099,0.357
-0.359793,-0.788859,0.363722,-1.147054,-0.024831,0.629488,-0.619644,0.554441,-0.007278,-0.286779,-0.086519,1.056028,1.239099,0.530767
0.353226,0.609482,-0.380692,-1.148953,-0.200538,0.707047,0.066527,0.757192,-0.21195,-0.314904,-0.608553,1.057463,1.260238,0.035917
-0.20861,-0.602993,-0.234065,0.671588,-0.185969,-0.108108,-0.371289,-0.464543,0.024163,0.231617,0.435515,1.058898,1.260238,0.46175
0.362119,-0.184359,-0.583714,0.341271,0.076708,-1.237808,0.664245,-0.426639,0.70969,1.293494,-0.106597,1.058898,1.260238,0.223367
1.265555,0.625116,-0.955921,0.514023,-0.866722,-0.023889,1.805566,0.285251,-0.49923,0.068193,-0.347536,1.060333,1.260238,-0.0287
-0.094045,1.234827,-0.109996,-1.750737,-0.100765,-1.035684,0.712033,0.329477,0.329937,0.977287,-0.312399,1.061768,1.260238,0.196117
-1.130878,-0.788859,-0.17767,-0.738904,-0.873786,-0.458691,1.040722,-1.45671,-0.277913,0.510578,0.284928,1.061768,1.260238,0.109883
-0.337298,1.714258,-0.752899,-0.249123,0.237404,-0.66199,0.080972,-0.120109,0.495154,0.667161,-0.161812,1.063203,1.260238,0.400067
0.808344,-0.212152,-0.267902,1.163267,-0.649517,-0.49277,0.459061,0.540305,-0.144137,0.348674,-0.201969,1.063203,1.260238,0.169333
-0.430938,-0.074923,-1.350686,0.403917,0.698303,-1.402171,0.127643,-1.400973,1.060468,1.331499,0.094185,1.064638,1.260238,0.455383
0.409723,0.310706,-1.429639,0.362153,-0.694106,0.715273,-1.775855,0.690147,-0.70082,-0.916912,0.400378,1.066073,1.281377,0.102233
1.054213,0.043197,-0.053601,0.069803,-1.386337,0.256577,1.223293,0.653595,-1.260585,-0.755009,-0.362595,1.066073,1.281377,-0.1307
-1.104722,0.529577,-1.553708,0.939259,-0.630975,-0.155505,0.601462,-0.88723,-0.40984,0.027907,-0.001187,1.067508,1.281377,0.364367
1.620233,0.637275,0.408838,-0.750294,-0.977974,1.484206,0.968327,0.041506,-1.542317,-1.532147,-0.598514,1.068943,1.281377,0.059483
-0.514114,0.378452,-0.324297,0.730438,-1.27641,1.197863,1.595548,-0.617838,-1.744523,-1.603902,-1.060313,1.068943,1.281377,-0.12105
-0.371301,0.539999,-0.346855,0.663994,-0.551068,-0.108891,0.953214,-0.170918,-0.277297,0.268102,-0.563377,1.070378,1.281377,-0.203717
1.841515,0.166529,-0.222786,1.465108,-0.487938,-0.475143,0.804202,0.236381,0.006901,0.45433,-0.653729,1.070378,1.281377,0.11915
1.421969,-1.610493,-0.267902,1.613181,1.391417,-0.503738,0.298324,0.774963,1.337268,0.978047,-0.688866,1.071813,1.281377,0.043467
0.372582,-0.443182,-0.132554,-0.349737,0.79322,-1.547496,-0.516857,-0.616223,1.174517,1.33834,0.109244,1.073248,1.302516,0.570517
-1.096352,-0.437971,-0.561156,-0.00803,-0.518841,0.275771,1.120062,-0.43405,-0.427718,-0.163641,-0.141734,1.073248,1.302516,0.30435
0.024181,3.234194,0.38628,0.679181,-0.700728,0.97302,-1.130244,-0.580479,-1.271682,-1.468906,-0.422829,1.074683,1.302516,-0.0511
-0.168329,1.085439,0.792324,0.413409,-0.452178,0.519808,-1.109131,-0.575834,-0.597251,-0.804416,-0.914746,1.076118,1.302516,0.0115
0.118343,-0.193044,0.578023,-1.008473,0.112467,-0.217004,-0.057929,-0.883999,0.318841,0.433047,0.008852,1.076118,1.302516,0.1718
1.526071,3.076121,-0.121275,0.963938,-1.31526,1.039611,0.767615,0.352296,-1.671162,-1.703172,-0.387692,1.077553,1.302516,-0.190217
2.383995,1.196611,0.002794,1.341714,-0.88703,1.106203,1.138619,-1.153391,-1.247022,-1.098579,-1.627522,1.078988,1.302516,-0.251867
0.358457,1.267831,0.859998,0.728539,-0.846856,0.316509,0.949103,0.98559,-0.773565,-0.35671,-0.734042,1.078988,1.302516,-0.11865
-0.998528,-0.549143,-0.437087,-1.568493,-1.011084,-0.146104,1.599993,1.960369,-0.534986,0.283305,0.003833,1.080423,1.302516,0.265317
1.432432,0.477465,1.040462,0.643112,1.393183,-0.352537,0.033746,-0.757179,0.768872,0.419365,-1.928696,1.080423,1.323655,-0.1373
-1.021022,-2.11598,0.002794,-0.824331,-0.430104,1.068206,0.204316,-2.494495,-0.517725,-0.530015,0.360221,1.081858,1.323655,0.3241
0.723075,1.56487,2.326268,-0.526286,-0.378893,0.765021,-1.180803,-0.458142,-0.573825,-0.924514,-1.110508,1.083293,1.323655,0.077517
-1.085366,0.916943,2.269873,0.51782,-0.589477,1.789742,-0.733543,0.280001,-1.321617,-1.801379,-0.337497,1.083293,1.323655,0.08295
-0.655358,1.021167,0.002794,0.356458,-0.380218,0.075997,0.001521,-0.068553,-0.258186,-0.149959,-0.277262,1.084728,1.323655,0.24495
-0.058996,0.399297,1.660807,0.812068,-0.26102,1.676145,-1.516944,0.457912,-0.980086,-1.627161,-1.622503,1.086163,1.323655,-0.116883
-0.418906,1.146236,1.615691,0.392527,-0.555483,1.810111,-0.862998,1.397553,-1.29819,-1.856867,-1.627522,1.086163,1.323655,-0.119833
-0.250983,0.805771,1.604412,0.028039,-0.295455,1.821079,-1.459161,0.642286,-1.130507,-1.79583,-1.025176,1.087598,1.323655,0.200283
-0.192393,2.032142,0.927672,0.736133,-0.59654,1.788567,-0.391291,0.964184,-1.343193,-1.78306,-2.1094,1.087598,1.344794,-0.042533
0.741384,1.629142,1.051741,0.525413,-0.446439,1.788175,-1.063571,0.353508,-1.253804,-1.775307,-1.486975,1.089033,1.344794,0.087633
1.316821,0.491361,0.83744,-0.845213,-0.781959,1.212748,0.661023,0.034842,-1.02324,-1.066654,-0.287301,1.090468,1.344794,-0.079333
2.925952,0.32634,-0.955921,1.39297,-1.397374,0.858248,1.726115,0.310292,-1.639721,-1.280246,-2.003989,1.090468,1.344794,-0.144783
1.798096,-0.245156,-0.606272,-0.699038,-0.199655,-0.034857,-1.433048,1.370695,0.164104,-0.054945,0.705567,1.091904,1.344794,0.281133
0.418617,0.84746,0.83744,1.246795,-0.094143,-0.553485,0.140422,0.753961,0.1752,0.632956,-0.342516,1.093339,1.344794,-0.02725
0.112066,0.651172,-0.775457,-0.805347,-0.21599,-0.639662,1.066391,0.976704,0.079029,0.59343,-0.272243,1.093339,1.344794,0.176367
-0.412105,-0.524824,-0.9672,1.273372,-0.969144,0.768154,0.523511,-0.378798,-0.981319,-0.76261,0.415436,1.094774,1.344794,0.350283
0.680179,-0.099242,-0.549877,1.309442,-1.652987,0.875875,1.975025,-0.047349,-2.059545,-1.767478,-1.356466,1.094774,1.365934,-0.148683
-0.704532,-0.896557,-0.053601,-0.737006,-0.815953,0.091666,0.684508,-0.151653,-0.446829,0.04615,0.214654,1.096209,1.365934,-0.00735
0.5766,-0.469238,-0.62883,-1.344485,1.359631,0.368607,0.028746,-0.196121,1.115335,0.38744,-0.668787,1.097644,1.365934,0.347017
-0.81805,0.270753,-0.583714,-0.028912,-0.893652,-0.228364,0.544679,0.686512,-0.672462,-0.199367,-0.086519,1.097644,1.365934,0.31825
0.735107,2.277069,-0.662667,0.859527,-0.487055,1.486948,0.173314,-0.012817,-1.142837,-1.448763,-1.215919,1.099079,1.365934,-0.01305
0.119912,0.47399,2.675917,0.00336,-0.224378,-0.226405,-1.416935,-0.423751,-0.350658,-0.241933,-0.051382,1.100514,1.365934,0.05345
0.008487,-1.033786,-0.876968,-0.562355,0.0564,-1.501627,0.420891,-0.47567,0.927308,1.510886,-0.026284,1.100514,1.365934,0.176367
-0.74272,0.512206,-1.034874,-1.547611,-1.109091,-0.926005,-0.166827,-0.499298,-0.382099,0.246059,0.360221,1.101949,1.365934,0.152767
-0.996958,1.09065,-0.730341,0.067905,-0.924555,0.083048,-0.00848,-0.403314,-0.756303,-0.441082,0.189556,1.101949,1.365934,0.15845
-0.145312,0.380189,3.228588,0.187503,0.24226,0.569556,-1.045236,0.421765,-0.126259,-0.466166,-0.402751,1.103384,1.387073,-0.055783
-0.823281,-0.043656,-0.17767,0.791185,0.588376,-0.87469,-0.405736,-0.907021,0.828671,0.911917,0.787887,1.104819,1.387073,0.537233
0.235523,1.432853,0.04791,0.06221,0.085096,0.375266,0.259154,0.49608,0.025395,0.030187,-0.603533,1.104819,1.387073,0.098133
0.002209,0.3854,-0.538598,0.567177,-0.815511,-0.168432,1.210681,0.026562,-0.552248,0.008144,0.134341,1.106254,1.387073,0.021867
-0.939414,0.110943,-0.358134,-0.028912,-0.937799,1.068598,0.813536,-0.640254,-1.151468,-1.011166,-0.141734,1.107689,1.387073,0.1948
0.332824,-0.53351,0.104305,0.673486,-1.47419,0.794007,1.632218,-0.397094,-1.721713,-1.419347,-1.341408,1.107689,1.387073,-0.223283
0.241277,1.295624,0.329885,-0.858502,-0.315321,1.403121,-1.098019,1.319603,-0.731644,-1.341055,-1.466897,1.109124,1.387073,-0.06435
0.422278,0.659857,-0.62883,-0.163697,2.153843,-0.366638,-0.10571,0.040698,1.752777,0.899755,-0.483064,1.110559,1.387073,0.393517
-1.114661,-0.578674,1.536738,0.039429,-1.12675,0.433631,0.456727,0.602504,-0.984401,-0.552059,0.385319,1.110559,1.408212,0.01195
-0.433553,0.057094,-0.042322,0.31849,0.244026,-1.028242,0.215262,0.42439,0.651741,1.119428,0.719119,1.111994,1.408212,0.47805
-0.890241,0.010193,-0.087438,-1.718465,0.422823,0.324735,-0.525191,-1.862413,0.349048,0.350194,0.209635,1.111994,1.408212,0.313417
-0.597814,-0.625575,-0.40325,0.396324,0.514208,-1.00278,0.297769,-1.458931,1.020397,1.286653,0.656375,1.113429,1.408212,0.442067
