'Compactness Overall Standard Deviation','Fraction Of Low Energy Windows Overall Standard Deviation','Strongest Beat Overall Average','LPC Overall Average6','Method of Moments Overall Average1','Method of Moments Overall Average2','Method of Moments Overall Average3','Method of Moments Overall Average4','Area Method of Moments of MFCCs Overall Average2',Valance_Average
0.812633,0.430125,-0.283657,0.807678,-1.131124,-0.76793,-0.432047,-0.383461,0.297128,-0.047283
2.990934,1.153606,-1.437338,0.106935,-0.14537,-0.373432,-0.324745,-0.313971,0.298801,0.175267
-1.183511,-0.657974,0.883965,-1.903812,0.125265,-0.122595,-0.228902,-0.489143,0.30382,-0.141217
-0.879915,-0.093522,0.402974,-1.284654,0.188763,0.299267,0.613891,0.362586,0.305493,0.32995
0.724084,1.033288,-0.973774,0.96479,0.455083,0.490815,0.759739,0.682044,0.30382,0.041483
1.02768,0.11782,-1.667377,0.39733,0.677016,0.809302,0.920171,0.974479,0.302147,0.264117
-0.697757,0.016857,0.085799,-0.795144,0.091975,-0.032142,0.113841,0.021894,0.302147,0.231283
-0.191764,-0.758413,-0.126813,1.06879,-0.716848,-1.274165,-1.610915,-1.665156,0.306329,-0.017917
-0.305612,1.43557,-2.238989,0.049785,0.95505,0.483214,0.324278,0.432558,0.309675,0.4129
2.219294,1.590938,0.242644,1.662099,-1.296957,-1.136585,-0.771665,-0.890637,0.311348,0.067217
-0.047556,0.311376,0.601644,1.620297,-1.373401,-1.404144,-1.519968,-1.521833,0.313858,0.016867
-0.280313,0.899368,0.873508,1.157847,-1.255653,-1.574637,-1.897298,-1.864407,0.314695,-0.239083
0.207971,-0.281847,0.538906,-2.401601,-0.454227,-0.064827,0.430539,0.141088,0.316368,0.051067
-1.330249,-1.165927,0.880479,-0.572401,1.18808,0.45737,0.063836,0.060982,0.318041,0.436817
-1.145561,2.523146,-1.155017,1.42522,-0.919054,-0.339227,0.746195,0.561403,0.322223,-0.247033
0.789863,-0.873501,-1.186386,0.932277,-0.786511,-0.617428,-0.100764,-0.260889,0.328079,0.13085
-0.563669,0.699011,-0.959832,0.248497,-0.496148,-0.238132,0.544092,0.22795,0.331425,-0.054067
1.204778,0.416001,-0.14424,-0.070936,-1.179826,-0.907791,-0.333079,-0.457293,0.333935,-0.115917
0.653245,2.238566,-0.670541,-0.932668,-0.185441,0.401882,1.428555,1.087882,0.338117,-0.133217
-0.690167,-0.706624,-1.674347,-0.072168,-0.212566,0.174609,1.020181,0.676736,0.341463,0.324383
-0.348622,0.081201,-0.220919,1.170166,-0.945563,-0.756529,-0.42163,-0.483834,0.341463,-0.221783
-0.573789,-0.233197,0.476168,0.535459,-1.420254,-1.705833,-1.812394,-1.762441,0.343973,-0.3012
-1.067132,0.077016,0.852596,1.586976,-0.683558,-1.147226,-1.725718,-1.813448,0.347319,-0.28045
-0.998823,-0.475403,0.629528,0.35371,1.023479,0.460411,0.219059,0.146879,0.348156,0.252
-0.333442,2.905027,0.734091,0.419139,-1.566976,-0.76793,0.364907,0.295992,0.351502,-0.212883
-1.072192,-1.104199,0.880479,-0.892683,0.414395,0.358556,0.502421,0.314812,0.354011,0.080833
-0.927984,-0.289694,0.859567,-0.546956,0.551871,0.149525,0.169054,0.005005,0.354848,0.126417
-0.419461,-0.003545,0.089285,1.228527,0.573448,0.518939,0.412829,0.484675,0.352338,-0.039967
0.395188,-0.517253,-0.123327,0.234361,-0.173728,0.258221,0.93684,0.738022,0.348992,0.2596
-0.553549,-0.822235,-0.036191,-0.433626,-0.261885,0.033988,0.817036,0.508321,0.347319,0.181017
-0.869795,1.02021,-1.141075,-0.232369,-0.737192,-0.990643,-0.828962,-0.844311,0.351502,-0.142183
-1.413738,-0.745335,0.883965,-0.96094,0.038958,-0.186445,-0.148686,-0.342443,0.354011,0.187533
-0.328382,0.052429,0.883965,1.145125,-1.047282,-0.980002,-0.63936,-0.722222,0.353175,-0.0995
-0.869795,0.016857,0.430858,-1.060296,-0.041801,-0.550538,-0.654986,-0.764688,0.353175,0.008483
-0.639568,0.4092,-1.454765,-1.509215,-0.038102,-0.061786,0.01904,-0.163411,0.358194,-0.02
-0.371392,-1.019976,0.863052,-0.403678,0.458165,0.79562,1.045184,0.988474,0.359867,0.199183
0.099182,-0.962432,0.41343,-1.713379,-0.031321,0.308388,0.54305,0.725958,0.359031,0.1332
0.094122,-0.733827,-0.001337,0.398541,-0.33278,0.04995,0.65452,0.455239,0.357357,0.288467
-0.244893,-1.257474,-0.088473,-0.086062,0.485907,0.840467,1.315002,1.112011,0.357357,0.39165
0.329409,-0.888148,-0.311541,0.438526,0.810176,1.512406,1.768173,1.827656,0.359031,0.28175
-0.52825,-0.850483,-1.012114,-0.345619,-0.514026,-0.133997,0.594097,0.430628,0.357357,0.294433
-0.098155,-1.012129,-1.134104,-0.325344,0.581462,0.409483,0.059669,0.22795,0.357357,0.057033
-0.386571,-0.978126,-0.869211,-0.081538,0.929157,0.884553,0.656603,0.547409,0.359031,0.552567
-0.095625,-0.358746,-1.238668,0.642286,-0.488134,-0.306542,0.241978,-0.083787,0.360704,-0.023367
-0.442231,0.086956,-1.430367,-0.804838,0.39775,0.571387,1.00768,0.90885,0.359867,0.25465
-0.237303,-0.390657,0.737576,-0.357392,0.593175,0.425446,0.757655,0.48371,0.36154,0.345583
-0.836905,0.171702,0.880479,1.77862,0.884154,0.824504,0.426372,0.336527,0.366559,0.050667
-0.991233,0.013195,0.402974,-0.685691,1.276853,0.982608,0.486795,0.63427,0.368232,0.182817
-0.965934,0.272665,0.521479,1.183292,0.177666,0.382119,0.767031,0.455239,0.367396,0.279767
-0.778716,-0.010869,0.852596,0.02111,-0.390113,0.496896,1.701499,1.335921,0.366559,0.168417
-0.912804,1.26974,0.695751,0.752749,0.626465,0.99705,1.034766,0.876518,0.360704,-0.022883
-0.943164,-0.736442,0.866537,1.262454,1.091292,1.979115,1.603573,1.861918,0.354011,0.088633
-1.208811,-0.443493,0.876994,0.847663,1.012382,1.191639,0.985803,0.894856,0.352338,-0.208667
-1.170861,-0.822758,0.880479,0.939951,0.684414,0.920279,0.874333,0.670945,0.354011,-0.07225
-0.158874,0.839209,0.517994,-0.065524,0.570365,0.791059,0.793075,0.68687,0.353175,0.06635
-0.234773,0.485053,0.807285,0.909053,1.004985,1.415112,0.815994,1.053138,0.349829,-0.006433
-1.178451,-1.179529,0.043974,0.11057,1.530843,1.874219,1.109773,1.391416,0.347319,-0.194
-1.24423,-0.288125,0.866537,0.294742,1.698526,1.979875,0.806618,1.350881,0.341463,-0.157183
-0.45488,-0.029178,0.667867,-0.698414,0.97601,1.094344,1.063936,1.048794,0.337281,0.202667
-1.23411,-0.809156,0.883965,-1.00153,1.398916,1.103466,0.419079,0.657434,0.337281,0.5872
0.554576,0.468836,0.458741,0.266268,0.336102,-0.507212,-0.838338,-0.916696,0.341463,0.054133
-1.168331,-0.213841,0.301896,0.518293,1.268222,1.190878,0.510755,0.687835,0.343137,0.155883
-1.368199,-0.49999,0.883965,1.293755,2.302062,1.873459,0.284691,1.054585,0.34481,0.05445
-0.958344,-0.626063,0.280984,-0.521915,-0.303806,-0.127156,0.017998,-0.227592,0.346483,0.2544
0.30158,1.382212,-1.09925,0.653393,0.294798,0.72493,0.908712,0.99716,0.343973,0.363533
-0.378981,0.636236,0.685295,-0.648534,-0.78836,-0.754248,-0.338288,-0.387321,0.343137,-0.004433
-0.49283,0.093756,0.521479,0.093405,0.235616,1.226604,2.055701,1.854197,0.343973,0.397167
-0.717997,0.397692,0.462227,-0.245738,1.837851,-0.040503,-1.270673,-0.839003,0.343137,0.00225
2.176285,-0.906458,0.399489,0.883406,-0.030704,-0.683558,-1.151911,-1.120339,0.341463,0.034933
2.054847,0.566138,-1.541901,0.378347,-0.322917,-0.136277,0.261772,0.178246,0.341463,0.37
1.189598,0.454712,-2.25293,0.190944,0.313292,0.545543,0.366991,0.782901,0.3423,0.374567
0.592526,-0.768876,-2.099571,1.095043,-0.766167,-0.320224,0.05446,0.047953,0.3423,0.3351
0.916362,-1.188422,-2.068202,-0.418359,0.633863,0.721129,0.441998,0.797378,0.343137,0.454567
0.708904,0.229245,0.430858,0.85574,0.723869,0.99933,0.826412,1.20225,0.3423,0.41315
1.445125,0.08434,-2.374921,0.724073,0.704758,1.251687,1.416054,1.548733,0.341463,0.34955
2.732878,-0.274523,0.455256,0.1968,-0.195305,-0.014659,0.063836,0.171972,0.341463,0.35315
2.54819,0.901983,0.883965,0.034034,0.504402,0.723409,0.557635,0.77711,0.3423,0.39975
-0.49536,-0.611939,0.444799,-0.972652,0.681332,0.247579,-0.058052,-0.095852,0.343973,0.488067
0.443258,0.763356,-3.117319,0.87129,1.251577,1.459958,0.547217,1.190669,0.343137,0.380517
0.954311,-0.103985,0.277498,-0.039675,-0.666297,-0.800615,-0.864382,-0.954819,0.343137,0.174367
0.668425,-1.363145,-2.591018,0.201849,0.47481,0.135843,-0.058052,0.018034,0.343137,0.538067
0.390128,-0.395888,-2.287785,0.899764,0.728184,0.232377,-0.098681,0.033959,0.343137,0.3883
-0.49789,-0.167806,0.514508,-0.167424,-0.841994,-0.15376,0.967051,0.662742,0.343973,0.242883
3.135142,-1.041424,0.455256,0.227697,0.401449,0.290146,0.03675,0.096692,0.34481,0.45595
-0.548489,0.191057,-1.569784,-0.941553,-0.038102,0.357796,0.722235,0.670463,0.346483,0.312633
0.357239,-1.121985,-2.29127,-0.546754,0.567283,0.494616,0.596181,0.517007,0.348992,0.252183
0.635535,0.2418,-0.841328,-0.707299,2.232399,1.886381,0.770156,1.19839,0.350665,0.5605
1.495724,-0.096138,-0.897095,-0.028972,2.393301,1.896262,0.465959,1.109598,0.351502,0.475283
1.214898,0.27528,-1.541901,0.378347,1.021013,1.079142,0.809744,1.000538,0.350665,0.381367
1.293327,1.299035,-1.339745,-0.152723,0.095674,0.206533,0.320111,0.291166,0.351502,0.266217
1.275617,3.145664,-1.517503,-0.730119,0.503169,0.917238,1.023307,1.168953,0.351502,0.436783
-0.616798,-0.886056,0.883965,-0.770507,1.006217,1.654547,1.909853,1.839237,0.348992,0.42395
2.894796,-0.747951,-1.346716,-0.009586,1.638727,1.077622,-0.062219,0.710516,0.345646,0.38195
-0.404281,-0.839498,0.883965,0.198012,1.566599,1.26689,0.519089,0.68494,0.345646,0.462983
2.798657,2.185208,0.768945,-0.334795,-1.493615,-1.148747,-0.896677,-0.789299,0.347319,-0.071717
1.409705,0.579739,0.591188,0.328265,-0.037486,-0.026061,0.530549,0.258352,0.351502,0.300367
0.782273,-0.397981,0.863052,-0.749303,1.994437,2.22159,1.27229,1.696398,0.355684,0.502183
1.03021,2.164283,-1.838163,-1.312926,0.938405,1.06622,0.740987,1.097051,0.352338,0.365783
0.506507,0.088525,0.859567,-1.542132,-0.374085,0.193611,1.050393,0.755394,0.351502,0.381683
-1.540236,0.619496,0.876994,0.208513,-1.315452,-1.696103,-1.859377,-1.800177,0.354848,0.00365
0.200381,0.99353,-0.879667,0.649556,1.907513,-0.348349,-0.968559,-0.952406,0.355684,-0.450233
-0.963404,-0.352469,-2.4516,-1.07847,-1.930084,-1.967463,-2.084296,-1.905763,0.358194,-0.230367
0.207971,-0.320035,0.479654,0.250517,0.263357,0.624595,1.246245,0.954694,0.362377,0.2227
0.633005,0.236569,-0.534609,-0.185761,-0.173728,-0.542937,-0.497679,-0.577935,0.364886,-0.156067
-0.844495,-0.359269,0.870023,-0.66994,0.357679,-0.098272,-0.046592,-0.238209,0.366559,-0.2652
-0.358742,2.205086,0.880479,-0.539282,-1.034953,-1.128224,-1.046692,-1.164735,0.364886,-0.2147
-1.26447,-0.07312,0.821227,0.053017,-0.586154,-0.955678,-0.700824,-0.852997,0.369069,-0.042967
-0.728117,1.369134,-0.816929,0.753153,-1.77658,-1.869941,-1.886151,-1.777449,0.374088,-0.201533
-0.171524,-0.523007,-0.520667,-1.153997,0.257193,0.562266,0.881626,0.846599,0.375761,0.112017
-1.115202,1.383781,0.239158,1.338788,-0.461625,-0.827219,-0.801876,-0.868439,0.376598,-0.112867
1.867629,0.565091,-2.510853,-0.146685,-0.118861,0.040069,0.280524,0.048918,0.38078,-0.368567
-0.409341,-0.20861,0.263557,1.053039,-1.300656,-1.683713,-1.884901,-1.861319,0.387472,-0.24
-0.902685,-0.184546,-3.874705,0.863818,-1.719247,-1.595693,-1.486632,-1.472612,0.392492,-0.333933
-1.499757,0.576077,0.883965,-2.472281,-0.802539,-1.271885,-1.195665,-1.294062,0.393328,0.081417
-0.391631,0.074924,-0.060589,1.002553,-1.321617,-1.919804,-2.108986,-1.968593,0.40002,0.197267
-1.626255,-1.15808,0.883965,0.26849,-1.27723,-1.485552,-1.604977,-1.623172,0.404203,-0.02255
-0.348622,0.592294,0.883965,-0.582296,-1.870902,-1.978789,-2.165554,-2.024329,0.408386,0.04315
-0.626918,1.3435,-0.545065,0.618255,-1.552181,-1.952033,-2.082629,-1.925693,0.412568,-0.2494
-0.743297,0.594909,0.883965,-1.280212,-0.917821,-1.071215,-0.852923,-0.954819,0.415914,-0.16325
-0.624388,0.504932,0.594673,-2.176435,-1.677943,-1.515273,-1.317552,-1.332185,0.41926,-0.128367
-1.2923,-0.344099,0.873508,-1.410465,0.390969,0.302307,0.538883,0.346661,0.420097,0.392417
-0.606678,0.556721,0.559819,-0.367893,-0.452994,-0.96556,-1.003979,-1.125647,0.42177,-0.125883
-0.156344,-1.289908,0.730605,-0.708511,-0.141671,-0.279938,0.081546,-0.189952,0.423443,0.18465
0.192791,-0.430938,0.883965,0.145305,-1.325315,-1.48274,-1.599247,-1.610626,0.423443,0.036222
-0.938104,-0.306434,-3.166115,1.238422,-1.383881,-1.638487,-1.754471,-1.745889,0.430135,-0.103583
-0.988703,1.284387,0.814256,0.331496,-0.625609,-1.024848,-1.012314,-1.133368,0.435991,-0.337567
-0.717997,0.301437,0.542392,0.203262,-1.652051,-1.826843,-1.744678,-1.62269,0.439337,-0.083633
0.081472,0.309807,0.591188,0.646931,-0.877133,-0.137798,0.837871,0.803651,0.44101,-0.041783
-1.555416,-0.605661,0.883965,0.088559,-1.4893,-1.660302,-1.845209,-1.812917,0.439337,0.086533
-1.208811,0.562999,0.859567,-0.102904,-0.27853,-0.69648,-0.587271,-0.699059,0.44101,-0.06275
-1.23411,0.92814,0.883965,-2.1001,-0.547932,-0.887268,-0.676863,-0.816805,0.446866,0.064883
-0.771126,0.270572,0.883965,-0.752534,-1.875833,-2.02546,-2.224205,-2.051015,0.449375,0.093333
1.77149,0.288359,0.761974,1.2881,-2.330735,-1.96085,-1.952303,-1.800853,0.448539,-0.203433
-0.50548,1.6783,-0.367308,-0.980326,-2.084204,-2.073727,-2.279628,-2.08658,0.445193,-0.272317
-0.720527,-1.099491,0.138081,-0.62006,-1.929467,-2.069926,-2.305964,-2.126102,0.446029,0.069383
0.367359,0.92814,0.591188,-0.225624,0.566666,-0.693439,-0.982102,-1.122269,0.452722,-0.199017
0.918891,-0.322128,0.148537,1.555473,-1.299423,-1.792258,-2.094818,-1.940266,0.457741,0.0509
-1.006413,0.026796,-0.102415,0.867655,-1.621843,-1.911747,-2.034603,-1.900455,0.463596,0.289444
-0.151284,-0.459709,0.775916,-0.881374,-0.458542,-0.404597,0.08988,-0.181748,0.467779,0.358067
0.438198,-1.357914,0.075343,-0.240851,-0.340795,0.275703,1.031641,0.777592,0.469452,0.080433
-0.662338,0.231338,0.744547,0.442161,-1.760551,-2.039142,-2.168158,-1.992721,0.470289,-0.388383
0.701314,0.200997,0.218246,-0.945188,0.344733,0.013465,-0.072636,-0.171132,0.472798,-0.18085
-1.689504,-0.79137,0.859567,0.449633,-0.923986,-1.03777,-0.9571,-1.105379,0.475308,-0.006433
-1.24423,0.578693,0.883965,-2.870109,-0.433883,-0.861424,-0.709158,-0.848172,0.477817,0.035717
-0.303082,1.191271,0.883965,0.548585,-1.194621,-1.321292,-1.208166,-1.287307,0.482837,-0.2863
0.549516,2.168468,-0.931949,0.015859,-1.5417,-1.818177,-2.057731,-1.947601,0.485346,0.085733
-0.280313,-0.609846,-0.980745,1.350097,-1.347509,-1.904678,-2.136593,-2.021193,0.491202,-0.285433
-0.143695,-0.390657,0.570275,-0.516867,-1.711849,-1.890844,-2.126487,-2.014774,0.497058,-0.1591
-0.371392,1.014978,0.880479,-0.437685,-1.79754,-1.988518,-2.213684,-2.057578,0.499567,-0.121783
-1.160741,-0.922151,0.883965,-1.349276,0.670852,-0.044304,-0.593522,-0.644046,0.50124,-0.00245
-1.27459,-0.984926,-0.206978,-0.538071,-0.213799,-0.124876,0.221143,0.047953,0.50375,0.438083
-0.204414,-0.103462,0.692266,1.105342,-1.56636,-1.948613,-2.238582,-2.094446,0.506259,-0.257417
-1.092432,0.272665,0.685295,0.122485,-0.718698,-0.533816,-0.113265,-0.277779,0.511278,-0.209567
-0.596559,-0.555964,-0.377764,0.64996,-1.415938,-1.344095,-1.020648,-1.062913,0.513788,-0.006767
1.118759,-0.612985,-2.333095,-0.729109,0.619684,0.886073,1.248329,0.957107,0.515461,0.57045
0.946721,-1.107861,-0.893609,-0.723253,0.525978,0.895955,1.302501,1.025149,0.517134,0.539783
1.093459,-0.201809,-1.956668,-0.804838,0.758392,0.968926,1.268123,0.9822,0.518807,0.44755
1.073219,-0.204425,-1.796338,-0.808069,0.819424,1.006931,1.27229,0.994747,0.522153,0.29435
1.06816,-0.854668,-2.284299,-0.741024,0.614752,0.883793,1.245204,0.957107,0.524663,0.390733
0.046053,0.319223,-1.503561,1.289312,-0.036253,-0.990643,-0.967517,-1.05664,0.528009,-0.02235
2.877086,0.612696,0.873508,-0.115969,-1.295724,-1.054493,-0.291408,-0.30239,0.532192,-0.098033
0.111832,1.518747,0.423887,-1.42137,0.627081,0.975007,0.75453,1.169436,0.535538,0.357083
-0.535839,-1.072811,0.883965,-0.423024,-1.949811,-2.046287,-2.283586,-2.116306,0.532192,-0.070783
-0.755947,3.025345,0.883965,0.625121,-0.026389,0.416324,1.014972,0.896304,0.530519,0.048733
1.374286,-0.345668,0.845625,-0.506366,-1.611363,-1.501971,-1.369849,-1.382855,0.528009,0.1647
-0.791366,0.768064,-1.53493,-0.735369,-1.88878,-1.994143,-2.046271,-1.878064,0.527173,-0.297667
-1.026653,0.159147,-0.130298,0.759817,-0.803772,-1.081857,-0.99252,-1.046506,0.529682,0.102817
0.109302,3.124739,0.883965,0.244459,-1.925768,-1.582087,-1.544763,-1.515078,0.530519,-0.184733
-0.323322,0.303529,-2.176251,0.290502,-1.584238,-2.008509,-2.249625,-2.080741,0.532192,-0.267733
-0.556079,0.672332,0.552848,1.544568,-2.416673,-2.115685,-2.242228,-2.043053,0.533865,-0.212917
0.29146,0.820899,-0.621745,0.58655,-1.825282,-1.58201,-1.305051,-1.256422,0.533865,-0.327117
0.526747,2.412244,-0.1059,0.889869,-0.572592,-0.63111,-0.622691,-0.685547,0.537211,-0.088633
0.223151,-0.067889,-0.064075,1.191168,-1.645886,-1.742394,-1.695611,-1.605317,0.543903,-0.245317
2.115566,0.537889,-1.653435,-0.413936,-1.224829,-1.537468,-1.708737,-1.608695,0.548922,-0.094167
-1.431448,0.705289,0.883965,-1.657845,-0.837062,-1.005085,-0.597689,-0.719327,0.552268,0.254033
-0.993763,0.139791,0.793343,1.206111,-0.692189,-0.347588,0.209684,-0.036496,0.553941,0.153817
-0.940634,0.180072,0.573761,-0.285339,-0.142904,-0.457805,-0.5456,-0.666727,0.553941,0.18935
-0.186704,0.547828,-0.457929,0.561711,-0.870352,-1.141145,-1.059193,-1.115031,0.555614,-0.153567
0.139662,-0.66739,0.570275,0.016061,-1.291409,-1.799023,-2.108777,-2.002276,0.558124,-0.19605
-0.761006,0.387752,0.838654,-0.093352,-0.011593,0.052991,0.545134,0.223607,0.558961,-0.28815
0.630475,0.219306,0.883965,0.222245,-1.640337,-1.679609,-1.777494,-1.70738,0.558124,-0.35705
-1.469397,0.939648,0.883965,-1.380981,-1.512726,-1.791193,-1.864274,-1.780971,0.564816,-0.08965
-0.988703,0.03412,-3.312504,-0.005547,-1.90789,-2.089765,-2.259522,-2.066216,0.567326,-0.047133
-1.451687,0.35218,0.873508,-0.271041,-0.569509,-0.770211,-0.612274,-0.800398,0.568162,0.493867
-0.181644,1.390059,0.671353,-0.545139,-1.981868,-1.796438,-1.632792,-1.521351,0.569835,-0.319983
0.984671,-1.170112,-1.09925,0.308878,-0.582455,-1.290127,-1.593101,-1.448483,0.573181,0.109917
2.224354,-0.879255,-0.674027,0.196194,-0.728561,-1.444582,-1.550076,-1.618347,0.579874,0.18025
1.227547,0.050337,0.402974,1.004168,-1.004745,-1.46997,-1.639564,-1.699128,0.587402,0.079217
-0.100685,-0.341483,-0.161667,0.273538,-1.312369,-1.83946,-2.087734,-1.972357,0.594095,-0.21785
0.2611,-1.111522,0.577246,0.976704,-1.631707,-1.805483,-1.956991,-1.86431,0.599114,0.02155
0.516627,-0.857284,0.685295,0.443776,-1.983718,-1.768086,-1.668942,-1.577811,0.599114,0.034983
2.064966,-0.701393,-0.109385,-0.037656,-0.754454,-0.270057,0.469084,0.250148,0.599114,0.05665
0.046053,0.182164,0.40646,-0.107003,-1.864737,-1.529487,-1.190456,-1.168113,0.597441,-0.1414
0.898652,1.689286,-0.712366,-1.218821,0.270755,0.347154,0.692023,0.490948,0.599114,-0.1146
-0.930514,1.554843,-1.053939,1.213987,-1.477586,-1.248321,-0.82792,-0.90994,0.601623,-0.244217
-0.960874,0.260633,0.68878,1.926038,1.113485,-0.702561,-0.940431,-1.086077,0.60246,0.029083
-1.27206,-0.075736,-0.26623,0.303426,-1.639105,-1.625489,-1.396102,-1.318191,0.60497,-0.322617
0.309169,0.525334,0.883965,-0.647726,-0.84446,-0.727645,-0.387251,-0.552359,0.605806,-0.087917
-1.686974,0.348518,-0.949376,1.88363,-1.369086,-1.487681,-1.529553,-1.511217,0.606643,-0.338667
-1.051953,0.395076,0.511023,-0.021097,1.352064,1.33378,0.795159,0.90499,0.605806,0.2862
-0.138635,2.528377,0.158993,0.02535,-0.905492,-1.649965,-2.043042,-1.97477,0.611662,-0.285283
-0.416931,-0.757367,0.883965,0.742248,-0.438815,-1.60413,-2.133571,-2.037648,0.623373,-0.083417
-0.421991,-0.824327,0.075343,-0.192425,1.052454,0.9294,0.627434,0.647782,0.630065,0.3474
-0.51813,0.175887,-0.252288,-0.06512,0.484674,0.246819,0.173222,0.060017,0.630065,0.399717
-1.302419,-0.235812,-0.377764,0.550604,1.606054,1.4706,0.924338,1.056998,0.630902,0.24815
1.265497,0.478253,0.65044,-2.151596,0.979092,0.535662,0.545134,0.512181,0.637594,0.1779
-0.606678,0.075447,0.838654,0.158027,-0.536836,-0.108913,0.649311,0.364999,0.642613,0.315217
-0.543429,-0.358223,0.110197,-0.598452,-0.603416,-1.609527,-2.095234,-2.027562,0.651815,0.100267
-1.039303,0.073354,0.347207,0.44418,-1.49978,-1.233879,-0.72166,-0.809084,0.661853,-0.144033
-0.361272,0.150254,0.876994,0.688128,0.016765,0.127482,0.563886,0.35583,0.665199,0.3411
0.331939,1.609771,0.29144,0.288078,-1.028788,-0.827979,-0.441423,-0.576487,0.665199,-0.107333
-0.353682,-0.218026,0.842139,0.451652,-0.966523,-0.992164,-0.703949,-0.878573,0.671055,-0.095933
0.25351,-0.58212,-0.06756,-1.429649,0.604888,0.498416,0.468043,0.397331,0.676074,0.413767
0.460967,0.050337,-1.33626,-0.30414,0.181982,0.104678,0.25448,0.10007,0.676074,0.4209
-0.48524,-0.65902,0.033518,-0.270476,0.297264,0.412524,0.539925,0.343766,0.676074,0.267983
-1.026653,1.781356,0.619071,-0.932062,-1.616295,-1.367659,-0.959183,-0.993907,0.677747,-0.0627
-0.224654,-0.561719,0.883965,1.078887,-0.268666,-1.549934,-2.145135,-2.034656,0.685276,0.08785
-0.5156,-0.465987,-1.067881,0.728516,-1.290176,-1.179911,-0.806043,-0.867957,0.695314,-0.016783
-0.050086,0.005871,0.800314,0.578876,-1.39991,-1.163189,-0.796667,-0.946615,0.698661,-0.065883
-0.260073,1.531825,-0.517182,1.049808,0.2313,0.586589,0.462834,0.511699,0.697824,0.25135
-0.543429,-0.393273,0.751518,-0.446166,-0.714382,-1.642363,-2.110236,-2.028383,0.70368,-0.060517
-1.401088,-0.10817,0.570275,-0.228633,0.19801,-0.033662,-0.151811,-0.268128,0.710372,-0.0563
-0.935574,1.883365,-0.57992,-0.626118,0.997587,1.482001,1.23687,1.286699,0.707862,0.3351
-1.019063,-1.082751,0.639984,-1.898965,0.171502,0.349434,0.408662,0.321568,0.705353,-0.2234
0.139662,0.086433,-0.025735,-0.02877,-0.363604,-1.530627,-2.089817,-1.990887,0.710372,-0.035783
-1.062073,-0.897565,0.664382,-0.465593,0.714622,0.914198,1.431681,1.194529,0.72041,0.24175
1.275617,-0.430414,0.870023,0.103704,-0.883915,-0.519374,0.187806,-0.063037,0.72292,0.148483
0.691194,0.95168,0.883965,-1.420158,0.457549,0.474093,0.617016,0.510734,0.725429,0.424
-0.738237,-1.268983,0.761974,1.449655,1.005601,-1.650041,-2.321715,-2.045852,0.728776,0.195267
-0.958344,-0.723887,0.883965,-1.30081,1.046289,0.621554,0.581596,0.439796,0.730449,0.155067
0.157371,0.846009,0.29144,1.684717,0.455083,0.708207,0.803493,0.565264,0.729612,0.508733
-0.212004,-0.543932,0.883965,-0.257229,0.53091,0.59343,0.645144,0.406499,0.730449,0.216917
0.28893,0.784804,0.873508,0.358354,-0.141671,0.338793,1.030599,0.788209,0.732958,0.059333
-0.750887,-1.076996,0.883965,2.09769,0.297264,0.45813,0.233644,0.049401,0.737141,0.1441
-0.654748,-0.302249,-0.454444,0.875935,0.574064,0.474853,0.299276,0.321568,0.73965,0.184867
-0.642098,1.449695,0.479654,-0.85189,-0.430801,-0.574862,-0.473718,-0.575039,0.741323,0.063267
-0.310672,-0.1066,0.563304,-1.691166,0.64311,0.239978,0.171138,0.101518,0.74216,0.213917
-0.47259,-0.253075,0.835168,-1.063325,0.353364,0.201973,0.630559,0.358243,0.73965,0.258833
0.491327,1.47742,0.45177,-1.076249,-0.387031,0.062112,0.669104,0.405052,0.73965,-0.398317
0.24086,0.151823,-0.478842,1.60717,-0.566427,-0.143878,0.455541,0.219264,0.741323,0.073667
-0.573789,-0.670005,-0.238347,0.297166,-0.96714,-0.55966,-0.024715,-0.154725,0.740487,0.151683
-0.978584,-1.232364,0.570275,-1.651585,0.977243,1.429554,1.523356,1.388038,0.73965,0.274333
-0.48271,0.823515,0.472683,-1.13764,-0.794525,-0.546738,-0.114307,-0.236278,0.738814,-0.0181
-0.095625,-0.279231,0.075343,-0.019279,0.242397,0.6588,1.045184,0.890513,0.737141,0.419433
-0.214534,0.460466,0.720149,0.027774,-1.22113,-1.011166,-0.652903,-0.626674,0.737977,0.061433
-1.320129,-0.28237,0.883965,-0.16795,1.234932,0.86555,0.640977,0.630892,0.73965,-0.159217
-0.748357,1.625465,0.81077,0.723669,0.94087,-1.611731,-2.236082,-1.97974,0.742997,-0.158667
-0.399221,-0.836359,0.40646,-1.238611,0.783668,0.303068,0.009664,-0.017193,0.743833,0.34595
-0.798956,-0.55858,0.883965,-0.591384,1.45255,0.277984,-0.460175,-0.336169,0.74216,0.537017
0.114362,-0.518822,-1.778911,0.652787,1.026561,1.345181,1.19624,1.287665,0.740487,0.551717
0.974551,-1.055548,-1.514017,0.990032,-0.627458,-0.463125,-0.315369,-0.441369,0.738814,0.292067
-0.558609,0.383567,0.019576,-0.780402,-0.272365,-1.030169,-1.217542,-1.174386,0.737977,-0.062767
-0.905215,-1.009513,0.294925,0.298983,0.942103,0.59343,0.441998,0.366929,0.740487,0.046667
-0.133575,2.023039,0.469197,0.703071,0.207258,0.689965,1.399386,1.209006,0.745506,-0.215817
